meal_id,carbs,proteins,fats,calories,meal_type,diet_type,pct_carbs,protein_per_kg,water_intake_liters
96,305.8,122.92,82.09,2768.0,Breakfast,Paleo,0.4985144822695613,1.1269826716787386,2
97,219.37,87.46,58.36,1372.0,Snack,Low-Carb,0.500684712648925,1.8032989690721648,2
98,208.82,82.8,55.86,1688.0,Lunch,Paleo,0.5004013850780604,1.2857142857142856,1
99,204.42,82.01,54.55,1576.0,Dinner,Vegan,0.4995997971490892,1.5011898224418818,2
100,312.49,124.84,83.15,1231.0,Breakfast,Low-Carb,0.5004504197912455,2.480922098569158,2
101,256.16,101.94,68.39,1920.0,Snack,Vegan,0.5003344873554014,1.476107732406603,2
102,188.06,75.78,50.59,1951.0,Breakfast,Balanced,0.4979512401781991,1.0327064595257565,2
103,308.94,122.86,82.31,1807.0,Lunch,Vegetarian,0.5007151568685448,1.7865348262323688,2
104,285.22,114.39,76.12,2633.0,Dinner,Vegetarian,0.4996146300448431,1.1123103850641771,3
105,247.43,99.43,66.25,1346.0,Breakfast,Vegan,0.498928764070999,2.01642668829852,2
106,197.25,79.67,52.71,1620.0,Breakfast,Vegan,0.4987137105184979,1.300734693877551,1
107,222.66,89.14,59.41,1664.0,Snack,Low-Carb,0.499828833429673,1.480484969274207,2
108,302.69,122.1,80.96,1689.0,Breakfast,Vegetarian,0.4987066479940688,2.0726531997963,2
109,276.43,109.4,73.46,2403.0,Dinner,Low-Carb,0.50158315415113,1.2625504904789382,3
110,240.27,97.05,64.21,2041.0,Snack,Keto,0.498700166565482,1.269291132618363,2
111,194.99,78.38,51.54,2220.0,Breakfast,Low-Carb,0.5008283354951392,1.023638500718297,2
112,284.57,112.18,75.28,3011.0,Dinner,Paleo,0.502658400014131,1.002412653024752,3
113,295.7,118.88,78.45,3265.0,Lunch,Paleo,0.5002601115730617,0.93857571451129,2
114,306.18,123.12,81.64,3287.0,Lunch,Balanced,0.499486125385406,0.9737424865548876,2
115,283.55,111.76,74.73,1909.0,Snack,Balanced,0.5032367413402195,1.5954318344039973,1
116,302.12,121.29,80.75,1440.0,Snack,Low-Carb,0.4992914365040344,2.1830453563714904,2
117,226.58,90.86,60.19,2115.0,Lunch,Paleo,0.5003229421409132,1.114709851551957,3
118,320.19,127.97,85.18,1902.0,Dinner,Vegan,0.5004415338808874,1.809018942606729,1
119,196.91,78.21,51.68,2334.0,Dinner,Paleo,0.5030914665304037,0.8815374211000901,3
120,251.34,99.57,66.64,1328.0,Snack,Balanced,0.5018268942797245,2.4639940608760207,2
121,197.85,79.85,53.1,2867.0,Breakfast,Low-Carb,0.4981431358972745,0.7606210706801295,2
122,283.6,113.15,75.36,2638.0,Dinner,Keto,0.500785788702301,1.2614269788182833,3
123,314.61,125.15,83.93,2440.0,Dinner,Low-Carb,0.5004911689024464,1.4687243281305014,3
124,222.12,88.64,59.16,2206.0,Dinner,Vegetarian,0.500416788699394,1.0790018259281802,2
125,200.77,80.5,53.3,2094.0,Snack,Low-Carb,0.5004299654781341,1.053251341096428,2
126,170.94,68.59,46.07,1281.0,Snack,Keto,0.4980950646512475,1.5627705627705628,2
127,284.52,114.08,76.54,2071.0,Lunch,Vegan,0.498445205539448,1.4670781893004117,2
128,152.5,61.33,40.94,1671.0,Lunch,Balanced,0.4984556047655624,0.9778380102040816,2
129,178.08,71.33,47.78,1252.0,Dinner,Paleo,0.4989423252034798,1.5456121343445288,2
130,280.91,112.28,75.28,1637.0,Lunch,Vegetarian,0.4993334162859733,1.901761517615176,2
131,184.84,73.95,49.16,2210.0,Lunch,Vegan,0.5003789929615593,0.8769121309142655,2
132,241.12,96.32,64.31,3333.0,Breakfast,Keto,0.5001062974773794,0.7945228078858367,3
133,246.03,97.66,65.39,1803.0,Dinner,Keto,0.5012657454145379,1.5143433090401612,2
134,181.25,71.54,47.69,1987.0,Dinner,Vegetarian,0.503342891062713,0.9650613786591126,1
135,287.13,114.97,76.58,1343.0,Dinner,Balanced,0.4998737824357379,2.492304357251246,2
136,311.41,125.01,83.71,1574.0,Dinner,Paleo,0.4984414202083175,2.0929181315921648,2
137,217.06,86.76,57.94,1649.0,Lunch,Balanced,0.4999251471147091,1.462329344345188,2
138,177.43,71.03,47.33,1132.0,Breakfast,Paleo,0.4998697008754693,1.454936501433839,1
139,344.62,138.1,92.14,1603.0,Breakfast,Low-Carb,0.4994239422637981,2.317502936734351,2
140,218.95,87.65,57.53,2112.0,Snack,Keto,0.5021299529289003,1.242557414233059,1
141,254.49,101.72,67.79,2339.0,Lunch,Vegan,0.5002383350942283,1.1733763986618988,2
142,217.32,88.31,58.5,1505.0,Lunch,Vegan,0.4970097540336874,1.7084542464693366,2
143,386.21,154.31,103.28,1488.0,Breakfast,Low-Carb,0.4996894811747962,3.161442327391928,3
144,305.65,122.16,80.72,1937.0,Breakfast,Keto,0.501534220501124,1.9779792746113989,2
145,213.56,86.3,56.79,1699.0,Dinner,Low-Carb,0.4993949314547952,1.558324304803178,2
146,195.87,80.39,52.4,3114.0,Dinner,Vegetarian,0.4969301806373047,0.6585565659048087,3
147,224.18,90.32,60.01,2126.0,Snack,Low-Carb,0.4987069612755757,1.1388223427058377,1
148,225.95,90.81,60.73,1700.0,Breakfast,Balanced,0.4983430836839232,1.476825500081314,1
149,211.14,84.99,56.6,1258.0,Dinner,Keto,0.4985831680362708,2.065872630043753,2
150,191.62,75.85,51.06,1262.0,Snack,Vegan,0.5011573014606844,1.5224809313528702,2
151,194.34,76.87,51.6,1735.0,Lunch,Vegetarian,0.5017686091244739,1.3401324965132495,2
152,177.94,72.16,47.8,1438.0,Dinner,Keto,0.497525513770446,1.56563245823389,2
153,305.92,122.26,81.34,2706.0,Dinner,Paleo,0.5005276548401083,1.1231970601745522,2
154,273.72,109.31,72.9,2144.0,Breakfast,Paleo,0.5003518841798357,1.4413238396624473,1
155,214.4,85.91,57.36,1735.0,Lunch,Vegetarian,0.4993362368120735,1.5321919029784197,2
156,280.48,112.05,74.85,2287.0,Lunch,Vegan,0.5000155987467522,1.456329607486353,3
157,222.97,89.21,59.85,1617.0,Lunch,Balanced,0.4989901363455804,1.471869328493648,2
158,238.42,94.43,62.77,2617.0,Lunch,Balanced,0.5029082490916664,0.9675204918032788,2
159,265.03,105.56,70.27,1432.0,Lunch,Vegetarian,0.5012885440161907,2.067776689520078,3
160,269.37,107.6,72.32,3453.0,Dinner,Low-Carb,0.499119865107747,0.838202072135234,2
161,276.61,110.51,73.91,1179.0,Snack,Vegetarian,0.4998215632863073,2.505895691609977,1
162,332.47,133.28,89.04,1702.0,Snack,Low-Carb,0.4991367532915972,2.5454545454545454,2
163,251.21,100.25,66.44,2065.0,Dinner,Vegetarian,0.5014672122966364,1.3182117028270874,2
164,274.46,109.65,73.24,1268.0,Snack,Vegetarian,0.5000182182546912,2.296335078534032,1
165,283.04,112.53,75.35,2700.0,Lunch,Keto,0.5008604557539936,1.1033434650455929,2
166,198.91,80.41,53.44,2540.0,Snack,Balanced,0.4978226048653519,0.9323979591836736,3
167,244.54,96.75,65.33,2138.0,Breakfast,Vegan,0.500816637909407,1.3709791696188185,1
168,285.78,114.16,76.14,2151.0,Snack,Paleo,0.5002669560879117,1.4781820536061114,2
169,267.23,106.12,70.8,1300.0,Lunch,Paleo,0.5016990519102601,2.353515191838545,2
170,314.38,125.82,84.46,2165.0,Dinner,Paleo,0.4988298015819495,1.5472208558780127,3
171,288.92,116.05,77.38,2536.0,Dinner,Paleo,0.498933644173898,1.10502761378785,2
172,212.01,84.99,56.5,2147.0,Dinner,Keto,0.4998762157382846,1.1569561666212904,1
173,258.1,103.62,68.68,1689.0,Lunch,Paleo,0.499951573849879,1.7565689099847432,3
174,201.34,81.19,54.3,2433.0,Dinner,Balanced,0.4974981776849804,0.9348301669545194,3
175,298.39,119.41,79.39,2414.0,Dinner,Vegan,0.5002955095128913,1.3376274224263471,3
176,296.89,118.26,78.33,1683.0,Breakfast,Vegetarian,0.5020185409858935,2.05741127348643,2
177,236.32,93.75,62.99,1608.0,Lunch,Vegetarian,0.5008928618740032,1.5879065040650406,1
178,211.41,85.9,57.13,2402.0,Breakfast,Vegetarian,0.4964394948955331,0.9988372093023256,3
179,232.9,92.9,62.34,1962.0,Lunch,Vegetarian,0.4997157048909486,1.2153322867608582,2
180,172.9,68.67,46.13,1545.0,Dinner,Paleo,0.500633392449962,1.2937076111529766,1
181,257.73,103.32,68.58,2996.0,Snack,Balanced,0.5001018715254534,0.9512060394034246,3
182,163.19,65.19,42.98,2542.0,Lunch,Paleo,0.5019917867634619,0.6932156529136537,3
183,196.84,80.06,52.93,1587.0,Snack,Low-Carb,0.497080121466947,1.328576169930302,1
184,170.41,67.55,45.33,2677.0,Lunch,Paleo,0.5012759135467455,0.6729428172942817,3
185,169.2,66.38,44.85,2358.0,Lunch,Vegetarian,0.5028343870962948,0.7594096785264843,3
186,183.89,74.06,48.99,2360.0,Dinner,Paleo,0.4994601788539495,0.8784248606333769,2
187,228.96,92.4,61.34,1307.0,Breakfast,Low-Carb,0.4984163265306122,1.8957734919983589,1
188,178.76,72.37,48.07,2868.0,Dinner,Paleo,0.497540270674599,0.653512732526639,2
189,185.31,74.04,49.32,2329.0,Dinner,Balanced,0.5004050550874919,0.8791260983139397,2
190,259.94,104.07,69.0,1055.0,Lunch,Keto,0.5005970034279552,2.355057705363204,2
191,167.3,67.83,44.12,1925.0,Snack,Vegan,0.5002990430622011,0.9648648648648648,1
192,164.34,66.18,44.55,2321.0,Dinner,Vegan,0.4968594816444072,0.7775819527670075,2
193,305.07,122.45,81.47,1779.0,Lunch,Vegan,0.4994372388276559,1.9884702825592728,2
194,298.37,120.01,79.24,907.0,Dinner,Vegan,0.5000586588901739,2.931362970200293,2
195,387.46,155.24,103.3,1282.0,Dinner,Paleo,0.4998677632639896,3.196869851729818,3
196,179.82,71.89,48.18,1722.0,Breakfast,Vegetarian,0.4993404884550768,1.250695894224078,3
197,198.45,79.92,53.19,1590.0,Dinner,Paleo,0.4985585891131083,1.310808594390684,3
198,257.69,104.16,68.78,2842.0,Breakfast,Vegan,0.4988143746189061,0.955508668929456,3
199,294.22,117.08,77.98,2931.0,Snack,Vegan,0.5014358633501206,1.0024830893055912,3
200,386.5,154.62,103.17,1261.0,Dinner,Paleo,0.4998367286235737,3.169741697416974,3
201,234.46,93.88,63.04,1931.0,Snack,Vegan,0.4986600876260155,1.3820108935669069,3
202,165.5,66.1,43.89,2047.0,Breakfast,Low-Carb,0.5009800137731666,0.9142461964038728,1
203,242.42,96.76,64.39,1376.0,Snack,Low-Carb,0.5008082717445758,1.7780227857405366,2
204,223.14,89.34,59.04,1674.0,Dinner,Keto,0.5010778765831312,1.6667910447761194,2
205,161.18,63.78,43.14,1664.0,Lunch,Paleo,0.5005201459514014,1.1417830290010742,2
206,220.66,88.1,58.41,1528.0,Breakfast,Keto,0.5012920777177647,1.555163283318623,2
207,282.65,113.02,74.93,1367.0,Breakfast,Vegetarian,0.5009193416184842,2.259496201519392,2
208,208.17,83.16,55.76,1721.0,Breakfast,Vegetarian,0.4994601597927013,1.2437930002991324,3
209,178.67,72.04,48.23,1944.0,Snack,Paleo,0.4973728347634855,0.9986138064873856,1
210,226.62,91.2,60.66,1951.0,Lunch,Paleo,0.4988278799484928,1.3146893469799623,2
211,206.93,82.15,54.78,2033.0,Dinner,Balanced,0.5018492245383002,1.1093855503038488,2
212,180.09,71.87,48.24,2858.0,Breakfast,Vegetarian,0.4995561719833564,0.6567068713450293,3
213,249.6,100.12,66.47,1578.0,Breakfast,Vegetarian,0.4999223878504438,1.6633992357534475,2
214,320.73,129.97,86.21,1656.0,Breakfast,Paleo,0.4975084248203545,2.363090909090909,3
215,267.02,106.52,70.6,1233.0,Dinner,Balanced,0.5015496158830932,2.197194719471947,1
216,193.04,78.03,51.7,2350.0,Breakfast,Low-Carb,0.4983027659107629,0.9065876612059952,3
217,239.2,95.81,64.64,3268.0,Snack,Balanced,0.4978665834113851,0.786101083032491,3
218,414.15,165.66,110.51,1680.0,Snack,Balanced,0.4999049438263278,2.70863309352518,3
219,274.53,110.92,74.2,1640.0,Dinner,Vegetarian,0.496976828385228,1.9493848857644995,3
220,228.33,89.99,60.54,1863.0,Snack,Keto,0.5023375537637367,1.4477155727155726,2
221,460.89,184.15,123.12,2501.0,Snack,Paleo,0.499848166062946,2.1982810075205923,3
222,232.13,92.6,61.58,1759.0,Snack,Balanced,0.5010522680423497,1.4607982331598044,2
223,387.22,153.77,102.95,2645.0,Lunch,Paleo,0.5011729455656186,1.7527641627721418,3
224,306.48,123.27,82.46,2281.0,Dinner,Vegetarian,0.4981106316584998,1.3728700300701635,3
225,227.24,90.97,61.08,2227.0,Dinner,Low-Carb,0.4987270652269335,1.1237801111797403,3
226,192.79,77.27,52.16,2531.0,Dinner,Balanced,0.4976253161943111,0.8992202955894332,3
227,165.41,65.52,44.05,1663.0,Lunch,Paleo,0.5011778786065431,1.1436550881480188,1
228,191.14,76.53,50.57,2216.0,Lunch,Low-Carb,0.5010846697819519,0.9927357633934362,2
229,236.36,94.86,62.64,1661.0,Breakfast,Paleo,0.5005930193154863,1.419210053859964,2
230,269.88,107.75,71.92,1791.0,Lunch,Vegan,0.5002873296876448,1.698455233291299,2
231,244.39,97.94,65.11,1823.0,Breakfast,Keto,0.4999514143537342,1.508858419349869,3
232,254.49,101.67,68.53,2020.0,Breakfast,Vegan,0.4986553411612562,1.281123991935484,3
233,274.63,109.21,72.76,2132.0,Lunch,Low-Carb,0.5015615012327642,1.3913874378901772,3
234,350.52,140.32,93.13,1696.0,Dinner,Keto,0.5004693863710187,2.3591123066577,1
235,285.0,114.94,76.89,2897.0,Lunch,Low-Carb,0.4974321157882335,1.0152813355710626,2
236,156.73,63.41,41.84,1465.0,Dinner,Vegetarian,0.498695430826015,1.2583846001190713,2
237,212.15,83.88,56.47,2144.0,Breakfast,Paleo,0.5014329187224865,1.0842812823164425,2
238,304.36,122.68,81.5,2075.0,Snack,Paleo,0.4986116003047108,1.7252144564758825,2
239,231.29,92.24,60.96,1722.0,Snack,Keto,0.5020512709197075,1.3994841450462752,2
240,153.48,62.01,41.09,2658.0,Snack,Vegan,0.4984047346501375,0.5808899297423887,2
241,154.32,61.64,40.91,2104.0,Breakfast,Vegan,0.5010267607119957,0.8131926121372032,2
242,269.22,106.76,71.31,1515.0,Dinner,Balanced,0.5018758359703781,1.9410909090909088,2
243,219.02,87.53,58.94,1791.0,Dinner,Keto,0.4987191602245169,1.4090470057952351,2
244,287.53,114.14,76.48,1574.0,Lunch,Paleo,0.5011416122004357,2.06812828410944,2
245,203.59,82.56,54.51,1934.0,Breakfast,Paleo,0.4980216366293826,1.07907463076722,2
246,250.71,100.18,66.81,3438.0,Dinner,Paleo,0.5002069980297779,0.77168386997381,3
247,213.45,85.7,57.19,1635.0,Breakfast,Low-Carb,0.4989160350842337,1.4979898619122531,2
248,284.43,114.79,76.75,1595.0,Breakfast,Balanced,0.4973356705411277,2.0501875334881228,3
249,220.2,87.94,58.38,1854.0,Breakfast,Vegetarian,0.5010295907803274,1.2244500139236982,2
250,253.55,101.05,68.07,2154.0,Lunch,Keto,0.4993525452602866,1.2680386497678504,1
251,406.53,162.06,108.07,1773.0,Breakfast,Balanced,0.5008084410484788,2.3277793737431773,2
252,218.48,87.19,58.56,1970.0,Snack,Balanced,0.499462771186247,1.2036167863059084,1
253,240.35,94.11,63.88,1837.0,Snack,Paleo,0.5026244798092808,1.4507476491444429,2
254,221.77,88.75,58.74,1522.0,Dinner,Low-Carb,0.5009656979567865,1.5391952826916409,2
255,215.38,85.62,57.09,2359.0,Dinner,Balanced,0.5015222870981075,0.9960446719404376,3
256,241.4,95.77,63.92,2744.0,Snack,Vegetarian,0.5018815359986694,1.0617516629711752,3
257,202.52,80.69,54.04,1701.0,Lunch,Balanced,0.500296442687747,1.3509124393102294,2
258,278.8,111.0,73.69,1830.0,Dinner,Paleo,0.5017975981029603,1.782846129135882,2
259,211.07,85.1,56.88,1322.0,Snack,Vegan,0.4976305552281033,1.6871530531324346,2
260,185.71,73.74,49.11,1766.0,Dinner,Low-Carb,0.5019901472506234,1.206873977086743,2
261,184.95,74.07,49.68,1646.0,Breakfast,Low-Carb,0.4987864077669903,1.228154534903001,2
262,349.37,139.96,92.62,2132.0,Dinner,Low-Carb,0.5007273639327815,1.7941289578259196,2
263,253.63,102.01,67.91,2562.0,Breakfast,Keto,0.4988420405654579,1.0921841541755888,2
264,209.02,83.32,55.72,1937.0,Dinner,Paleo,0.5003950108927246,1.2897832817337462,2
265,197.74,77.58,52.02,1699.0,Snack,Low-Carb,0.5039695181782269,1.329107418194278,2
266,195.25,78.19,52.18,2438.0,Snack,Low-Carb,0.4995586485691258,0.7807289066400399,2
267,247.95,100.29,66.38,1489.0,Breakfast,Keto,0.4982968076447713,2.0134511142340896,1
268,241.76,96.47,64.62,1430.0,Dinner,Keto,0.4998914448177823,1.8123238775126809,2
269,346.22,138.71,92.38,2539.0,Dinner,Balanced,0.4997510050015517,1.5894350865131204,3
270,241.83,97.54,65.13,3256.0,Breakfast,Keto,0.4976821958685977,0.7622098929436587,3
271,341.29,136.37,91.36,1730.0,Lunch,Balanced,0.4995316296361348,2.215957101072473,2
272,218.15,86.99,58.49,1653.0,Snack,Keto,0.49949340858744,1.4779136935100237,1
273,355.54,142.43,94.6,2650.0,Dinner,Keto,0.5001828873695169,1.5121562798598578,3
274,210.05,83.78,55.66,3159.0,Dinner,Low-Carb,0.5012348919618674,0.7118701673889031,2
275,247.66,98.21,65.95,1647.0,Lunch,Low-Carb,0.5010748445901174,1.687167153410067,1
276,218.49,86.89,58.55,2012.0,Dinner,Vegetarian,0.4998427196348808,1.1879956248290948,1
277,270.41,109.23,72.0,2494.0,Dinner,Low-Carb,0.4992430396573369,1.2062948647156269,2
278,216.38,86.22,58.0,1574.0,Breakfast,Vegan,0.4996074809512814,1.562805872756933,1
279,301.1,120.14,80.48,2767.0,Breakfast,Low-Carb,0.4999003851773144,1.2489863811206987,2
280,234.33,94.14,62.56,2020.0,Breakfast,Low-Carb,0.4993926219551179,1.3689108622946051,1
281,193.87,78.36,51.94,1724.0,Lunch,Vegan,0.4982587799894627,1.422657952069717,2
282,244.01,97.37,64.64,1666.0,Snack,Paleo,0.5012324883940676,1.3813306852035752,2
283,277.19,111.0,73.71,1365.0,Dinner,Balanced,0.5003090946009972,2.328020134228188,2
