age,gender,weight_kg,height_m,max_bpm,avg_bpm,resting_bpm,session_duration_hours,calories_burned,workout_type,fat_percentage,bmi,carbs,proteins,fats,calories,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,pct_carbs,protein_per_kg,cal_balance,lean_mass_kg
44,Female,89.6,1.99,192.1,135.01,58.1,1.4,1848.0,Hiit,23.09052321392091,22.63,321.28,128.81,85.61,2601.0,Dinner,Paleo,7.3,2434.23,249.77,0.4998813621953828,1.4376116071428573,753.0,68.91089120032686
18,Male,58.56,1.61,174.64,150.33,70.81,1.9,2226.42,Strength,24.496921662616764,22.59,231.25,92.48,61.37,1549.0,Snack,Low-Carb,30.58,276.74,266.46,0.5007443497090269,1.5792349726775956,-677.4200000000001,44.214602674371626
57,Female,76.9,1.86,173.05,140.94,55.07,1.15,827.31,Yoga,29.439410708808744,22.23,207.11,82.81,55.52,1981.0,Breakfast,Vegetarian,4.58,365.77,281.74,0.4992527239417607,1.076853055916775,1153.69,54.26109316492608
49,Male,52.57,1.84,195.03,124.28,51.7,1.38,1324.8,Cardio,14.84197561792194,15.53,169.5,68.42,45.57,1497.0,Snack,Paleo,41.73,2315.93,148.84,0.4978668096136759,1.3015027582271257,172.20000000000005,44.76757341765843
31,Male,126.53,1.83,197.68,146.15,61.92,1.1,790.68,Yoga,35.0,37.78,304.8,122.78,81.51,3255.0,Breakfast,Keto,44.74,86.45,181.63,0.498872708078448,0.9703627598198056,2464.32,82.2445
41,Male,59.72,1.74,194.24,141.17,51.86,1.78,2545.4,Hiit,19.446703083030147,19.73,202.57,80.05,53.22,1741.0,Dinner,Paleo,35.39,2121.96,204.6,0.5034483615622631,1.3404219691895511,-804.4000000000001,48.1064289188144
37,Male,76.59,1.82,191.56,121.3,49.83,1.49,1072.8,Yoga,22.57558193854224,23.12,188.66,76.42,50.28,1950.0,Lunch,Balanced,2.81,2413.37,111.51,0.4988234049866476,0.9977803890847368,877.2,59.299361793270506
39,Male,79.99,1.76,167.75,166.6,74.26,1.63,1902.7,Strength,28.830453231342897,25.82,235.62,94.49,62.77,2030.0,Dinner,Keto,27.18,1259.35,186.37,0.4998912680269655,1.1812726590823852,127.29999999999995,56.92852046024881
25,Female,127.55,1.73,167.12,159.98,62.04,1.33,1607.84,Hiit,35.0,42.62,296.66,117.99,78.86,3313.0,Snack,Low-Carb,4.0,2351.97,119.73,0.5010429245800856,0.9250490003920032,1705.16,82.9075
58,Female,56.96,1.7,170.09,121.89,57.07,0.74,895.4,Hiit,23.5650452462822,19.71,205.31,83.24,55.37,1390.0,Dinner,Low-Carb,8.38,1490.43,270.33,0.4969592080022753,1.461376404494382,494.6,43.53735022771766
48,Female,56.53,1.51,184.75,125.44,52.26,1.37,1311.91,Cardio,28.50765309226645,24.79,215.24,85.55,57.33,1489.0,Breakfast,Paleo,35.32,1707.76,53.01,0.5008114569578799,1.513355740314877,177.08999999999992,40.414623706941775
27,Male,88.2,1.98,161.8,152.85,52.99,1.8,2577.96,Hiit,21.047071801739808,22.5,296.47,118.19,79.21,2531.0,Dinner,Vegan,19.02,345.67,219.13,0.5000484919018524,1.340022675736961,-46.96000000000004,69.63648267086549
40,Male,51.72,1.61,198.12,128.23,70.18,0.86,566.57,Yoga,23.71315012526436,19.95,217.46,86.75,57.22,1325.0,Snack,Keto,27.11,1959.49,37.92,0.5022692889561271,1.6773008507347256,758.43,39.45555875521328
41,Female,77.05,1.79,171.94,132.06,56.07,1.4,1849.54,Hiit,25.765634036189088,24.05,291.2,115.86,77.53,2334.0,Snack,Paleo,22.78,790.39,88.06,0.5007717077742572,1.5036988968202467,484.46,57.19757897511631
52,Female,51.93,1.67,169.0,124.55,51.78,1.5,1818.3,Hiit,22.0592370284323,18.62,282.27,112.63,74.94,1353.0,Dinner,Paleo,29.84,1419.55,134.3,0.5009094700229807,2.1688811862122086,-465.3,40.47463821113511
36,Female,109.87,1.77,191.11,156.06,73.76,1.19,786.11,Yoga,33.42563807603815,35.07,306.41,122.15,82.17,2728.0,Snack,Vegetarian,46.88,2000.77,252.88,0.4994926174824861,1.1117684536270138,1941.89,73.14525144585689
33,Male,102.83,1.75,185.94,140.25,52.91,1.4,1003.8,Yoga,29.93347627236046,33.58,288.65,115.2,76.75,2657.0,Snack,Balanced,3.45,459.13,251.52,0.5006612752856493,1.12029563356997,1653.2,72.04940634913174
37,Female,88.65,1.79,182.36,137.78,67.81,1.74,2490.11,Hiit,29.59749049937583,27.67,428.87,171.53,113.84,2621.0,Lunch,Balanced,42.99,891.54,16.44,0.5007004926798515,1.9349125775521716,130.88999999999987,62.411824672303325
21,Female,80.78,1.9,193.85,137.76,55.01,1.8,2575.98,Hiit,22.6918319466272,22.38,162.37,63.98,42.89,2174.0,Breakfast,Paleo,38.15,926.5,217.13,0.5029231615056412,0.7920277296360485,-401.98,62.44953815351455
25,Female,70.53,1.5,182.39,142.14,53.94,1.15,1011.08,Cardio,30.919318997894145,31.35,217.65,85.89,58.01,1839.0,Snack,Paleo,4.67,2179.93,116.05,0.5014254859611231,1.2177796682262867,827.92,48.72260431078526
40,Male,54.73,1.61,183.75,157.78,64.12,1.55,1209.0,Yoga,22.609754391390187,21.11,274.39,109.75,73.35,1549.0,Lunch,Balanced,31.52,1792.05,43.21,0.4996380951513854,2.005298739265485,340.0,42.35568142159215
32,Male,52.75,1.66,190.86,128.92,71.91,1.26,1248.53,Strength,23.56556909365815,19.14,247.09,98.22,66.16,1446.0,Dinner,Vegetarian,2.48,107.0,201.6,0.5000101179755955,1.8619905213270145,197.47000000000003,40.319162303095325
52,Female,84.36,1.76,164.87,137.25,69.2,1.68,1308.38,Yoga,26.90164503779492,27.23,251.88,100.12,66.98,2285.0,Breakfast,Paleo,8.63,1561.45,81.35,0.5010493231616951,1.1868183973447133,976.62,61.665772246116205
58,Female,59.66,1.76,193.79,120.64,52.98,1.72,1787.42,Cardio,21.52076364412733,19.26,201.78,80.95,53.99,1789.0,Lunch,Vegetarian,34.91,2130.37,126.94,0.4991990499928873,1.356855514582635,1.5799999999999272,46.82071240991363
52,Female,59.98,1.71,169.37,151.06,58.16,1.24,1499.04,Hiit,21.92316157235524,20.51,178.89,72.16,48.06,1648.0,Lunch,Vegan,28.52,1033.56,161.98,0.49804418335955,1.2030676892297432,148.96000000000004,46.83048768890132
30,Female,76.83,1.62,174.06,127.01,73.99,1.39,999.97,Yoga,28.97544940228808,29.28,312.47,125.01,83.31,2268.0,Dinner,Balanced,42.56,1154.1,83.18,0.5000100011601346,1.627098789535338,1268.03,54.56816222422206
29,Male,58.43,1.61,197.67,121.65,72.05,1.2,1296.0,Strength,27.545948725226136,22.54,220.02,87.44,58.56,1771.0,Lunch,Balanced,9.75,312.81,4.53,0.5009334729748189,1.4964915283244908,475.0,42.33490215985037
39,Female,71.32,1.88,197.84,146.63,50.97,0.55,665.5,Hiit,23.967493304534432,20.18,256.52,101.44,67.94,1934.0,Breakfast,Low-Carb,25.86,755.83,122.14,0.502168061469192,1.4223219293325855,1268.5,54.226383775206045
39,Male,55.58,1.71,183.69,147.75,59.11,1.96,2039.97,Cardio,20.39435029298726,19.01,202.77,81.81,54.86,1656.0,Snack,Vegetarian,7.24,1222.64,185.13,0.4969670232712032,1.471932349766103,-383.97,44.24482010715768
38,Female,44.9,1.68,193.25,143.88,57.92,1.01,1092.62,Strength,20.66838612087244,15.91,282.8,113.61,75.84,1242.0,Breakfast,Vegan,12.42,1212.06,4.43,0.4987214531346441,2.530289532293987,149.3800000000001,35.61989463172827
26,Female,59.21,1.51,181.25,128.96,71.25,1.69,2420.42,Hiit,24.98062256347282,25.97,180.13,72.39,48.72,1872.0,Snack,Paleo,43.55,1533.61,81.34,0.4974043187717457,1.222597534200304,-548.4200000000001,44.41897338016774
26,Male,87.68,1.63,182.88,135.14,73.97,1.75,2052.22,Strength,29.90042295012659,33.0,410.38,163.87,109.15,2558.0,Dinner,Balanced,7.53,1514.17,99.7,0.5005626114931313,1.8689552919708028,505.7800000000002,61.46330915732901
45,Male,63.63,1.54,199.17,133.28,58.05,1.66,1727.73,Cardio,29.042268221161752,26.83,223.1,89.45,59.04,1918.0,Snack,Vegetarian,27.1,1515.19,280.84,0.5009093154314197,1.4057834354864058,190.27,45.150404730874776
58,Female,109.54,1.91,197.5,156.16,55.87,1.48,1065.6,Yoga,30.72971438912612,30.03,306.96,122.84,81.67,2956.0,Dinner,Vegan,15.4,109.15,31.29,0.5002954083358121,1.1214168340332298,1890.4,75.87867085815125
56,Female,125.88,1.86,196.94,129.1,63.86,1.0,960.8,Cardio,35.0,36.39,298.21,120.07,79.45,3424.0,Breakfast,Low-Carb,39.98,1286.81,251.92,0.4994786803284523,0.953844931680966,2463.2,81.822
50,Female,70.32,1.68,186.97,161.25,70.19,1.16,1147.36,Strength,29.252529769449342,24.91,298.86,119.65,80.16,1861.0,Snack,Balanced,20.54,927.21,7.93,0.4990398583999866,1.7015073947667807,713.6400000000001,49.74962106612322
56,Male,85.56,1.69,189.23,132.57,50.08,1.77,1842.22,Cardio,28.59816726529328,29.96,200.87,80.59,53.75,2366.0,Snack,Keto,11.46,322.63,277.93,0.4991830217633061,0.941912108461898,523.78,61.09140808781508
33,Female,64.38,1.78,169.13,144.15,63.97,1.33,1438.79,Strength,22.68075382819338,20.32,211.62,84.99,57.28,1731.0,Snack,Vegetarian,12.74,1487.92,167.3,0.4973559895649721,1.320130475302889,292.21000000000004,49.7781306854091
18,Male,60.51,1.59,183.97,127.79,53.03,1.15,1012.92,Cardio,27.30236727987143,23.93,201.97,81.36,54.63,1615.0,Snack,Balanced,37.38,1822.76,267.53,0.4971599825229694,1.3445711452652451,602.08,43.98933755894979
28,Female,69.13,1.58,181.99,134.58,49.9,1.49,1073.69,Yoga,28.50902646757633,27.69,254.78,101.9,68.03,1995.0,Breakfast,Vegan,2.95,1377.13,153.72,0.4998160854148377,1.4740344278894837,921.31,49.42171000296448
31,Male,97.49,1.96,188.46,137.25,49.93,1.36,1467.58,Strength,26.502290685568045,25.38,276.79,109.74,73.73,2502.0,Snack,Keto,12.48,158.78,216.12,0.5010476582688069,1.1256539132218688,1034.42,71.65291681063971
38,Male,85.97,1.82,191.07,160.06,72.1,1.96,2807.11,Hiit,28.148384968178657,25.95,250.06,99.54,66.37,2466.0,Lunch,Keto,31.49,967.13,195.57,0.5011900407369735,1.1578457601488892,-341.1100000000001,61.77083344285681
36,Male,56.0,1.57,182.37,123.02,52.99,0.97,961.17,Strength,28.373558365381864,22.72,208.63,83.47,54.99,1433.0,Breakfast,Low-Carb,20.37,2001.7,222.22,0.501722469052672,1.4905357142857143,471.83,40.11080731538616
52,Male,47.69,1.76,163.96,149.27,74.17,1.06,1399.2,Hiit,19.119865654275376,15.4,295.15,118.76,79.09,1410.0,Snack,Vegan,30.5,1682.65,149.42,0.4986800143614437,2.4902495282029777,10.799999999999956,38.57173606947608
18,Female,64.01,1.63,161.7,120.44,73.06,0.66,580.8,Cardio,26.843215360604923,24.09,214.64,85.59,57.27,1758.0,Lunch,Vegan,43.07,2069.47,4.82,0.5002243132228275,1.3371348226839557,1177.2,46.8276578476768
18,Female,62.43,1.59,190.02,161.38,50.38,1.23,1180.8,Cardio,26.635811730396675,24.69,217.52,86.76,58.54,1857.0,Lunch,Keto,15.12,1253.85,212.37,0.4989048039541738,1.3897164824603556,676.2,45.80126273671336
43,Female,42.16,1.66,172.79,134.26,53.17,0.73,481.8,Yoga,21.13820340651529,15.3,332.81,133.7,88.57,1142.0,Dinner,Keto,7.39,927.13,79.46,0.4998704551342948,3.1712523719165087,660.2,33.24813344381315
30,Male,87.22,1.69,185.09,129.92,64.85,1.74,1810.99,Cardio,29.381819818670085,30.54,293.13,116.49,78.24,2619.0,Dinner,Low-Carb,29.7,1928.82,61.55,0.5005122425980945,1.33558816785141,808.01,61.59317675415595
36,Male,76.15,1.82,191.78,120.66,50.15,1.49,1431.59,Cardio,26.70870756569342,22.99,190.36,76.31,50.8,1891.0,Snack,Vegan,2.45,2418.4,109.9,0.4996718901750794,1.0021011162179907,459.4100000000001,55.81131918872447
18,Female,127.92,1.92,184.44,168.17,69.96,1.26,1211.62,Cardio,32.137482441866815,34.7,233.71,93.24,61.85,3376.0,Breakfast,Paleo,17.72,2486.74,265.81,0.5014025583952373,0.7288930581613507,2164.38,86.80973246036397
24,Male,58.82,1.76,189.09,129.86,72.93,0.63,415.42,Yoga,23.042199944788766,18.99,296.4,119.17,79.57,1760.0,Snack,Vegetarian,6.13,899.07,125.65,0.4984842815158025,2.0260115606936417,1344.58,45.26657799247525
41,Female,82.17,1.66,176.8,138.34,74.12,1.98,2060.78,Cardio,30.284776579530742,29.82,265.42,106.58,71.22,2327.0,Snack,Vegan,45.23,591.33,78.78,0.4986801191180753,1.2970670561032007,266.2199999999998,57.28499908459958
42,Female,60.3,1.74,194.87,140.88,52.12,1.79,2097.52,Strength,20.866060956213715,19.92,201.73,80.56,53.87,1844.0,Snack,Keto,34.93,2080.29,206.99,0.4999535313106029,1.3359867330016584,-253.52,47.71776524340313
28,Male,79.51,1.59,180.81,130.24,54.05,1.48,1950.34,Hiit,32.375722484306486,31.45,207.92,83.89,56.62,2204.0,Lunch,Paleo,17.69,163.98,175.8,0.4959864505432902,1.0550874103886303,253.66000000000008,53.76806305272791
53,Female,55.68,1.55,170.93,140.91,53.96,1.13,814.28,Yoga,23.802880356141856,23.18,218.11,86.97,57.62,1686.0,Snack,Vegetarian,39.62,1265.94,117.13,0.5017194778308126,1.5619612068965516,871.72,42.42655621770022
43,Male,66.62,1.85,169.95,121.09,58.27,1.18,1038.4,Cardio,20.625549461389365,19.47,294.52,116.97,78.33,1625.0,Dinner,Paleo,18.37,2220.22,103.57,0.5011123257604436,1.755779045331732,586.5999999999999,52.8792589488224
26,Male,103.9,1.68,162.06,134.87,61.98,1.29,1239.43,Cardio,34.33074085871076,36.81,303.62,121.46,81.55,2877.0,Snack,Balanced,46.8,873.33,259.53,0.4989093239451663,1.1690086621751683,1637.57,68.23036024779952
43,Male,82.51,1.95,181.1,159.89,69.97,1.89,2206.2,Strength,26.181430169818924,21.7,278.15,112.06,74.19,2381.0,Dinner,Vegan,40.48,2464.16,99.44,0.4992483902088801,1.3581384074657616,174.80000000000018,60.90770196688241
40,Female,62.99,1.53,197.11,142.95,73.33,1.93,1507.72,Yoga,28.83336054527089,26.91,365.05,146.28,97.25,1952.0,Breakfast,Low-Carb,27.35,2373.55,214.36,0.4999708960922012,2.3222733767264643,444.28,44.82786619253388
41,Male,43.56,1.77,181.94,165.14,58.1,1.2,792.72,Yoga,18.550935162257385,13.9,275.13,111.49,74.23,1264.0,Snack,Keto,47.45,334.13,293.4,0.4969497189045178,2.5594582185491275,471.28,35.479212643320686
19,Male,73.18,1.79,177.33,124.77,60.96,0.82,541.2,Yoga,21.10685278795888,22.84,218.96,88.29,58.24,2062.0,Breakfast,Vegetarian,5.17,1170.78,248.88,0.499577905040042,1.206477179557256,1520.8,57.7340051297717
30,Male,51.78,1.74,174.2,150.11,64.2,1.09,784.8,Yoga,24.925648637912527,17.1,237.92,94.96,62.69,1524.0,Breakfast,Balanced,7.87,2292.03,38.56,0.5020124173801122,1.8339127076091155,739.2,38.873499135288895
51,Female,70.91,1.72,193.87,143.13,65.98,1.31,1732.08,Hiit,27.330750246929725,23.97,231.65,92.08,61.08,1946.0,Dinner,Keto,18.94,289.93,234.47,0.5023202359267933,1.298547454519814,213.92000000000007,51.52976499990213
32,Female,62.21,1.63,190.31,160.86,58.16,1.68,2400.55,Hiit,25.792049793569173,23.41,217.93,87.58,57.79,1806.0,Lunch,Paleo,36.0,1467.86,163.95,0.5003702321843698,1.4078122488345926,-594.5500000000002,46.164765823420616
21,Female,51.25,1.59,196.92,139.06,66.12,1.28,1382.4,Strength,24.917111505699467,20.27,201.46,79.89,53.95,1252.0,Lunch,Paleo,37.21,1836.59,17.25,0.5002265743815761,1.558829268292683,-130.4000000000001,38.47998035332903
45,Female,51.38,1.65,170.2,136.15,50.08,1.44,1266.05,Cardio,23.58927482645203,18.87,233.19,93.15,61.59,1430.0,Breakfast,Vegan,10.68,1454.39,247.46,0.5015728597009147,1.8129622421175555,163.95000000000005,39.25983059416895
34,Male,66.37,1.62,199.27,163.97,55.91,0.8,792.72,Strength,26.57930595192323,25.29,208.16,83.98,55.66,1692.0,Snack,Balanced,37.33,1702.05,231.48,0.4987361485474693,1.2653307217116168,899.28,48.72931463970855
58,Male,109.07,1.91,197.8,155.84,55.87,1.48,1067.38,Yoga,27.77303969159638,29.9,305.8,122.92,82.09,2768.0,Breakfast,Paleo,15.65,84.57,29.85,0.4985144822695613,1.1269826716787386,1700.62,78.77794560837583
45,Male,48.5,1.64,167.88,159.47,67.08,1.25,1352.25,Strength,26.83565657002728,18.03,219.37,87.46,58.36,1372.0,Snack,Low-Carb,25.53,2341.19,54.08,0.500684712648925,1.8032989690721648,19.75,35.48470656353677
25,Female,64.4,1.71,179.0,167.15,60.91,1.12,1355.2,Hiit,21.370673578146025,22.02,208.82,82.8,55.86,1688.0,Lunch,Paleo,7.31,1430.32,110.17,0.5004013850780604,1.2857142857142856,332.79999999999995,50.63728621567396
37,Female,54.63,1.57,170.31,150.23,61.93,1.31,1298.08,Strength,27.02522771544833,22.16,204.42,82.01,54.55,1576.0,Dinner,Vegan,0.28,330.97,129.42,0.4995997971490892,1.5011898224418818,277.9200000000001,39.86611809905058
54,Female,50.32,1.61,187.99,156.71,66.74,1.49,1806.18,Hiit,24.75825434838593,19.41,312.49,124.84,83.15,1231.0,Breakfast,Low-Carb,26.3,1202.2,159.34,0.5004504197912455,2.480922098569158,-575.1800000000001,37.8616464118922
36,Male,69.06,1.65,165.01,126.3,65.04,1.23,810.32,Yoga,26.6521134151114,25.37,256.16,101.94,68.39,1920.0,Snack,Vegan,10.49,110.61,36.86,0.5003344873554014,1.476107732406603,1109.6799999999998,50.65405047552407
18,Male,73.38,1.55,172.29,124.49,56.24,0.83,729.07,Cardio,32.0880694353723,30.54,188.06,75.78,50.59,1951.0,Breakfast,Balanced,6.06,625.49,293.63,0.4979512401781991,1.0327064595257565,1221.9299999999998,49.8337746483238
47,Male,68.77,1.74,160.09,167.14,58.16,1.48,1597.07,Strength,21.510634310436764,22.71,308.94,122.86,82.31,1807.0,Lunch,Vegetarian,48.61,1481.7,207.27,0.5007151568685448,1.7865348262323688,209.9300000000001,53.97713678471264
37,Male,102.84,1.89,175.12,167.81,56.74,0.54,356.08,Yoga,30.99245737603172,28.79,285.22,114.39,76.12,2633.0,Dinner,Vegetarian,27.64,410.25,0.76,0.4996146300448431,1.1123103850641771,2276.92,70.967356834489
32,Female,49.31,1.62,167.05,158.16,74.06,1.18,1556.3,Hiit,19.86285138369088,18.79,247.43,99.43,66.25,1346.0,Breakfast,Vegan,25.22,302.42,60.58,0.498928764070999,2.01642668829852,-210.29999999999995,39.51562798270203
30,Male,61.25,1.55,172.15,120.14,52.21,1.3,1405.17,Strength,27.795914840801764,25.49,197.25,79.67,52.71,1620.0,Breakfast,Vegan,44.27,1611.08,220.14,0.4987137105184979,1.300734693877551,214.82999999999996,44.22500216000891
24,Male,60.21,1.79,170.2,164.8,62.91,1.97,1538.96,Yoga,19.74443286702576,18.79,222.66,89.14,59.41,1664.0,Snack,Low-Carb,3.64,451.87,120.43,0.499828833429673,1.480484969274207,125.03999999999996,48.32187697076379
55,Female,58.91,1.56,181.73,155.5,57.19,1.26,1665.97,Hiit,24.30438665383292,24.21,302.69,122.1,80.96,1689.0,Breakfast,Vegetarian,9.46,1471.0,113.25,0.4987066479940688,2.0726531997963,23.029999999999973,44.59228582222703
27,Female,86.65,1.76,197.18,121.27,60.07,1.21,1160.63,Cardio,32.37718066224315,27.97,276.43,109.4,73.46,2403.0,Dinner,Low-Carb,10.22,647.8,50.9,0.50158315415113,1.2625504904789382,1242.37,58.59517295616631
25,Male,76.46,1.96,180.16,119.42,59.13,0.67,663.3,Strength,24.04088273843092,19.9,240.27,97.05,64.21,2041.0,Snack,Keto,45.83,383.5,68.22,0.498700166565482,1.269291132618363,1377.7,58.07834105819571
41,Male,76.57,1.97,165.42,157.38,65.05,1.14,1095.31,Cardio,25.522052180732533,19.73,194.99,78.38,51.54,2220.0,Breakfast,Low-Carb,24.87,1837.75,154.3,0.5008283354951392,1.023638500718297,1124.69,57.02776464521309
34,Female,111.91,1.85,162.08,133.87,65.77,1.17,842.4,Yoga,33.8338844815787,32.7,284.57,112.18,75.28,3011.0,Dinner,Paleo,48.61,1466.23,208.01,0.502658400014131,1.002412653024752,2168.6,74.04649987666527
